CG	OMIM_ID	REF_SEQ	e_value	gene	description	disease
CG7432-PA	606635	NP_002763	3e-44	PRSS7;ENTK	ENTEROKINASE; ENTK;PROENTEROKINASE	Enterokinase deficiency, 226200 (3)
CG16727-PA	604190	NP_003050	3e-44	OCTN1;SLC22A4	OCTN1	{Rheumatoid arthritis, susceptibility to}, 180300 (3)
CG16916-PA	602783	NP_003110	3e-44	CAR;CMAR;PGN;SPG7	CELL ADHESION REGULATOR; CAR;CELL MATRIX ADHESION REGULATOR; CMAR;PGN;SPASTIC PARAPLEGIA 7 GENE	Spastic paraplegia-7, 607259 (3)
CG3319-PA	300203	NP_003150	3e-44	CDKL5;ISSX;STK9	SERINE/THREONINE PROTEIN KINASE 9; STK9	Infantile spasm syndrome, X-linked, 308350 (3);Rett syndrome, atypical, 312750 (3)
CG7597-PA	300203	NP_003150	3e-44	CDKL5;ISSX;STK9	SERINE/THREONINE PROTEIN KINASE 9; STK9	Infantile spasm syndrome, X-linked, 308350 (3);Rett syndrome, atypical, 312750 (3)
CG7597-PB	300203	NP_003150	3e-44	CDKL5;ISSX;STK9	SERINE/THREONINE PROTEIN KINASE 9; STK9	Infantile spasm syndrome, X-linked, 308350 (3);Rett syndrome, atypical, 312750 (3)
CG6715-PA	603072	NP_003591	3e-44	ARK1;AURKA;AURORA2;BTAK;STK15	AURORA-RELATED KINASE 1; ARK1;AURORA2;BTAK;SERINE/THREONINE PROTEIN KINASE 15; STK15;STK6, MOUSE, HOMOLOG OF	{Colon cancer, susceptibility to}, 114500 (3)
CG7627-PA	603201	NP_003733	3e-44	ABCB11;BSEP;PFIC2;SPGP	BILE SALT EXPORT PUMP; BSEP;SISTER OF P-GLYCOPROTEIN; SPGP	Cholestasis, progressive familial intrahepatic 2, 601847 (3)
CG9270-PA	603201	NP_003733	3e-44	ABCB11;BSEP;PFIC2;SPGP	BILE SALT EXPORT PUMP; BSEP;SISTER OF P-GLYCOPROTEIN; SPGP	Cholestasis, progressive familial intrahepatic 2, 601847 (3)
CG4012-PA	300075	NP_004577	3e-44	MRX19;RPS6KA3;RSK2	RIBOSOMAL S6 KINASE 2; RSK2	Coffin-Lowry syndrome, 303600 (3);Mental retardation, X-linked nonspecific, type 19 (3)
CG8418-PA	190020	NP_005334	3e-44	HRAS	HARVEY MURINE SARCOMA VIRUS ONCOGENE; RASH1;HRAS1;TRANSFORMATION GENE: ONCOGENE HAMSV	Costello syndrome, 218040 (3);{Bladder cancer, somatic}, 109800 (3);{Thyroid carcinoma, follicular, somatic}, 188470 (3)
CG3324-PA	605437	NP_006246	3e-44	PKCL;PRKCH;PRKCL	PKCL; PRKCL	{Cerebral infarction, susceptibility to}, 601367 (3)
CG33101-PA	601023	NP_009057	3e-44	IBMPFD;VCP	CDC48, YEAST, HOMOLOG OF;p97	Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia, 167320 (3)
CG6018-PA	300427	NP_065793	3e-44	ASPGX2;AUTSX2;KIAA1260;NLGN4	KIAA1260	Mental retardation, X-linked, 300495 (3);{Asperger syndrome, susceptibility to, X-linked-2}, 300497 (3);{Autism, susceptibility to, X-linked-2}, 300495 (3)
CG30193-PD	609139	NP_075063	3e-44	C2ORF23;REEP1;SPG31	CHROMOSOME 2 OPEN READING FRAME 23; C2ORF23	Spastic paraplegia 31, 610250 (3)
CG6018-PA	300427	NP_851849	3e-44	ASPGX2;AUTSX2;KIAA1260;NLGN4	KIAA1260	Mental retardation, X-linked, 300495 (3);{Asperger syndrome, susceptibility to, X-linked-2}, 300497 (3);{Autism, susceptibility to, X-linked-2}, 300495 (3)
CG6715-PA	603072	NP_940835	3e-44	ARK1;AURKA;AURORA2;BTAK;STK15	AURORA-RELATED KINASE 1; ARK1;AURORA2;BTAK;SERINE/THREONINE PROTEIN KINASE 15; STK15;STK6, MOUSE, HOMOLOG OF	{Colon cancer, susceptibility to}, 114500 (3)
CG6715-PA	603072	NP_940836	3e-44	ARK1;AURKA;AURORA2;BTAK;STK15	AURORA-RELATED KINASE 1; ARK1;AURORA2;BTAK;SERINE/THREONINE PROTEIN KINASE 15; STK15;STK6, MOUSE, HOMOLOG OF	{Colon cancer, susceptibility to}, 114500 (3)
CG6715-PA	603072	NP_940837	3e-44	ARK1;AURKA;AURORA2;BTAK;STK15	AURORA-RELATED KINASE 1; ARK1;AURORA2;BTAK;SERINE/THREONINE PROTEIN KINASE 15; STK15;STK6, MOUSE, HOMOLOG OF	{Colon cancer, susceptibility to}, 114500 (3)
CG6715-PA	603072	NP_940838	3e-44	ARK1;AURKA;AURORA2;BTAK;STK15	AURORA-RELATED KINASE 1; ARK1;AURORA2;BTAK;SERINE/THREONINE PROTEIN KINASE 15; STK15;STK6, MOUSE, HOMOLOG OF	{Colon cancer, susceptibility to}, 114500 (3)
CG6715-PA	603072	NP_940839	3e-44	ARK1;AURKA;AURORA2;BTAK;STK15	AURORA-RELATED KINASE 1; ARK1;AURORA2;BTAK;SERINE/THREONINE PROTEIN KINASE 15; STK15;STK6, MOUSE, HOMOLOG OF	{Colon cancer, susceptibility to}, 114500 (3)
CG4128-PA	100690	NP_000070	4e-44	ACHRD;CHRNA1;CMS2A;FCCMS;SCCMS	ACETYLCHOLINE RECEPTOR, MUSCLE, ALPHA SUBUNIT; ACHRA;CHRNA	Myasthenic syndrome, fast-channel congenital, 608930 (3);Myasthenic syndrome, slow-channel congenital, 601462 (3)
CG4128-PC	100690	NP_000070	4e-44	ACHRD;CHRNA1;CMS2A;FCCMS;SCCMS	ACETYLCHOLINE RECEPTOR, MUSCLE, ALPHA SUBUNIT; ACHRA;CHRNA	Myasthenic syndrome, fast-channel congenital, 608930 (3);Myasthenic syndrome, slow-channel congenital, 601462 (3)
CG4225-PA	170261	NP_000535	4e-44	ABCB3;PSF2;RING11;TAP2	2;2; TAP2;ABC TRANSPORTER, MHC, 2;ANTIGEN PEPTIDE TRANSPORTER 2; APT2;ATP-BINDING CASSETTE TRANSPORTER, MAJOR HISTOCOMPATIBILITY COMPLEX,;ATP-BINDING CASSETTE, SUBFAMILY B, MEMBER 3; ABCB3;PEPTIDE SUPPLY FACTOR 2; PSF2;PEPTIDE TRANSPORTER PSF2;RING11;TRANSPORTER, ABC, MHC, 2;WEGENER-LIKE GRANULOMATOSIS	Bare lymphocyte syndrome, type I, due to TAP2 deficiency, 604571 (3);Wegener-like granulomatosis (3)
CG18735-PA	601564	NP_002761	4e-44	PRSS2;TRY2	TRYPSIN 2;TRYPSINOGEN 2; TRY2;TRYPSINOGEN, ANIONIC	{Pancreatitis, chronic, protection against} (3)
CG4290-PA	603072	NP_003591	4e-44	ARK1;AURKA;AURORA2;BTAK;STK15	AURORA-RELATED KINASE 1; ARK1;AURORA2;BTAK;SERINE/THREONINE PROTEIN KINASE 15; STK15;STK6, MOUSE, HOMOLOG OF	{Colon cancer, susceptibility to}, 114500 (3)
CG4379-PA	605377	NP_004400	4e-44	DMPK;DM;DMK	DM KINASE; DMK;DM PROTEIN KINASE;MYOTONIN-PROTEIN KINASE	Myotonic dystrophy, 160900 (3)
CG4379-PB	605377	NP_004400	4e-44	DMPK;DM;DMK	DM KINASE; DMK;DM PROTEIN KINASE;MYOTONIN-PROTEIN KINASE	Myotonic dystrophy, 160900 (3)
CG14396-PA	131550	NP_005219	4e-44	EGFR	ERBB1;ONCOGENE ERBB;V-ERB-B AVIAN ERYTHROBLASTIC LEUKEMIA VIRAL ONCOGENE HOMOLOG	Adenocarcinoma of lung, response to tyrosine kinase inhibitor in, 211980 (3);Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in, 211980 (3);{Nonsmall cell lung cancer, susceptibility to}, 211980 (3)
CG14396-PB	131550	NP_005219	4e-44	EGFR	ERBB1;ONCOGENE ERBB;V-ERB-B AVIAN ERYTHROBLASTIC LEUKEMIA VIRAL ONCOGENE HOMOLOG	Adenocarcinoma of lung, response to tyrosine kinase inhibitor in, 211980 (3);Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in, 211980 (3);{Nonsmall cell lung cancer, susceptibility to}, 211980 (3)
CG14396-PC	131550	NP_005219	4e-44	EGFR	ERBB1;ONCOGENE ERBB;V-ERB-B AVIAN ERYTHROBLASTIC LEUKEMIA VIRAL ONCOGENE HOMOLOG	Adenocarcinoma of lung, response to tyrosine kinase inhibitor in, 211980 (3);Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in, 211980 (3);{Nonsmall cell lung cancer, susceptibility to}, 211980 (3)
CG14396-PD	131550	NP_005219	4e-44	EGFR	ERBB1;ONCOGENE ERBB;V-ERB-B AVIAN ERYTHROBLASTIC LEUKEMIA VIRAL ONCOGENE HOMOLOG	Adenocarcinoma of lung, response to tyrosine kinase inhibitor in, 211980 (3);Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in, 211980 (3);{Nonsmall cell lung cancer, susceptibility to}, 211980 (3)
CG14396-PE	131550	NP_005219	4e-44	EGFR	ERBB1;ONCOGENE ERBB;V-ERB-B AVIAN ERYTHROBLASTIC LEUKEMIA VIRAL ONCOGENE HOMOLOG	Adenocarcinoma of lung, response to tyrosine kinase inhibitor in, 211980 (3);Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in, 211980 (3);{Nonsmall cell lung cancer, susceptibility to}, 211980 (3)
CG8874-PA	131550	NP_005219	4e-44	EGFR	ERBB1;ONCOGENE ERBB;V-ERB-B AVIAN ERYTHROBLASTIC LEUKEMIA VIRAL ONCOGENE HOMOLOG	Adenocarcinoma of lung, response to tyrosine kinase inhibitor in, 211980 (3);Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in, 211980 (3);{Nonsmall cell lung cancer, susceptibility to}, 211980 (3)
CG8874-PB	131550	NP_005219	4e-44	EGFR	ERBB1;ONCOGENE ERBB;V-ERB-B AVIAN ERYTHROBLASTIC LEUKEMIA VIRAL ONCOGENE HOMOLOG	Adenocarcinoma of lung, response to tyrosine kinase inhibitor in, 211980 (3);Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in, 211980 (3);{Nonsmall cell lung cancer, susceptibility to}, 211980 (3)
CG8874-PC	131550	NP_005219	4e-44	EGFR	ERBB1;ONCOGENE ERBB;V-ERB-B AVIAN ERYTHROBLASTIC LEUKEMIA VIRAL ONCOGENE HOMOLOG	Adenocarcinoma of lung, response to tyrosine kinase inhibitor in, 211980 (3);Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in, 211980 (3);{Nonsmall cell lung cancer, susceptibility to}, 211980 (3)
CG8874-PD	131550	NP_005219	4e-44	EGFR	ERBB1;ONCOGENE ERBB;V-ERB-B AVIAN ERYTHROBLASTIC LEUKEMIA VIRAL ONCOGENE HOMOLOG	Adenocarcinoma of lung, response to tyrosine kinase inhibitor in, 211980 (3);Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in, 211980 (3);{Nonsmall cell lung cancer, susceptibility to}, 211980 (3)
CG18085-PA	190090	NP_005408	4e-44	ASV;SRC;SRC1	AVIAN SARCOMA VIRUS; ASV;ONCOGENE SRC;PROTOONCOGENE SRC;SRC ONCOGENE	Colon cancer, advanced (3)
CG33142-PB	606480	NP_005848	4e-44	FACE1;MADB;STE24;ZMPSTE24	FACE1;STE24, S. CEREVISIAE, HOMOLOG OF	Mandibuloacral dysplasia with type B lipodystrophy, 608612 (3);Restrictive dermopathy, lethal, 275210 (3)
CG33142-PC	606480	NP_005848	4e-44	FACE1;MADB;STE24;ZMPSTE24	FACE1;STE24, S. CEREVISIAE, HOMOLOG OF	Mandibuloacral dysplasia with type B lipodystrophy, 608612 (3);Restrictive dermopathy, lethal, 275210 (3)
CG14396-PA	173490	NP_006197	4e-44	PDGFRA	PDGFR2	Gastrointestinal stromal tumor, somatic, 606764 (3);Hypereosinophilic syndrome, idiopathic, resistant to imatinib, 607685 (3)
CG14396-PB	173490	NP_006197	4e-44	PDGFRA	PDGFR2	Gastrointestinal stromal tumor, somatic, 606764 (3);Hypereosinophilic syndrome, idiopathic, resistant to imatinib, 607685 (3)
CG14396-PC	173490	NP_006197	4e-44	PDGFRA	PDGFR2	Gastrointestinal stromal tumor, somatic, 606764 (3);Hypereosinophilic syndrome, idiopathic, resistant to imatinib, 607685 (3)
CG14396-PD	173490	NP_006197	4e-44	PDGFRA	PDGFR2	Gastrointestinal stromal tumor, somatic, 606764 (3);Hypereosinophilic syndrome, idiopathic, resistant to imatinib, 607685 (3)
CG14396-PE	173490	NP_006197	4e-44	PDGFRA	PDGFR2	Gastrointestinal stromal tumor, somatic, 606764 (3);Hypereosinophilic syndrome, idiopathic, resistant to imatinib, 607685 (3)
CG1956-PA	600098	NP_036382	4e-44	RRAS2;TC21	ONCOGENE RRAS2;TERATOCARCINOMA ONCOGENE TC21; TC21	Ovarian carcinoma (3)
CG3355-PA	605511	NP_115777	4e-44	DFNB10;DFNB8;ECHOS1;TMPRSS3		Deafness, autosomal recessive 10, congenital, 605316 (3);Deafness, autosomal recessive 8, childhood onset, 601072 (3)
CG3355-PA	605511	NP_115780	4e-44	DFNB10;DFNB8;ECHOS1;TMPRSS3		Deafness, autosomal recessive 10, congenital, 605316 (3);Deafness, autosomal recessive 8, childhood onset, 601072 (3)
CG18085-PA	190090	NP_938033	4e-44	ASV;SRC;SRC1	AVIAN SARCOMA VIRUS; ASV;ONCOGENE SRC;PROTOONCOGENE SRC;SRC ONCOGENE	Colon cancer, advanced (3)
CG4290-PA	603072	NP_940835	4e-44	ARK1;AURKA;AURORA2;BTAK;STK15	AURORA-RELATED KINASE 1; ARK1;AURORA2;BTAK;SERINE/THREONINE PROTEIN KINASE 15; STK15;STK6, MOUSE, HOMOLOG OF	{Colon cancer, susceptibility to}, 114500 (3)
CG4290-PA	603072	NP_940836	4e-44	ARK1;AURKA;AURORA2;BTAK;STK15	AURORA-RELATED KINASE 1; ARK1;AURORA2;BTAK;SERINE/THREONINE PROTEIN KINASE 15; STK15;STK6, MOUSE, HOMOLOG OF	{Colon cancer, susceptibility to}, 114500 (3)
CG4290-PA	603072	NP_940837	4e-44	ARK1;AURKA;AURORA2;BTAK;STK15	AURORA-RELATED KINASE 1; ARK1;AURORA2;BTAK;SERINE/THREONINE PROTEIN KINASE 15; STK15;STK6, MOUSE, HOMOLOG OF	{Colon cancer, susceptibility to}, 114500 (3)
CG4290-PA	603072	NP_940838	4e-44	ARK1;AURKA;AURORA2;BTAK;STK15	AURORA-RELATED KINASE 1; ARK1;AURORA2;BTAK;SERINE/THREONINE PROTEIN KINASE 15; STK15;STK6, MOUSE, HOMOLOG OF	{Colon cancer, susceptibility to}, 114500 (3)
CG4290-PA	603072	NP_940839	4e-44	ARK1;AURKA;AURORA2;BTAK;STK15	AURORA-RELATED KINASE 1; ARK1;AURORA2;BTAK;SERINE/THREONINE PROTEIN KINASE 15; STK15;STK6, MOUSE, HOMOLOG OF	{Colon cancer, susceptibility to}, 114500 (3)
CG15485-PA	300550	NP_000435	5e-44	HPDR1;HYP;PHEX	PEX	Hypophosphatemia, X-linked, 307800 (3)
CG17309-PA	600221	NP_000450	5e-44	TEK;TIE2;VMCM	PROTEIN RECEPTOR TYROSINE KINASE, EPITHELIAL-SPECIFIC, TIE-2; TIE2	Venous malformations, multiple cutaneous and mucosal, 600195 (3)
CG17309-PB	600221	NP_000450	5e-44	TEK;TIE2;VMCM	PROTEIN RECEPTOR TYROSINE KINASE, EPITHELIAL-SPECIFIC, TIE-2; TIE2	Venous malformations, multiple cutaneous and mucosal, 600195 (3)
CG17309-PC	600221	NP_000450	5e-44	TEK;TIE2;VMCM	PROTEIN RECEPTOR TYROSINE KINASE, EPITHELIAL-SPECIFIC, TIE-2; TIE2	Venous malformations, multiple cutaneous and mucosal, 600195 (3)
CG17309-PD	600221	NP_000450	5e-44	TEK;TIE2;VMCM	PROTEIN RECEPTOR TYROSINE KINASE, EPITHELIAL-SPECIFIC, TIE-2; TIE2	Venous malformations, multiple cutaneous and mucosal, 600195 (3)
CG17309-PE	600221	NP_000450	5e-44	TEK;TIE2;VMCM	PROTEIN RECEPTOR TYROSINE KINASE, EPITHELIAL-SPECIFIC, TIE-2; TIE2	Venous malformations, multiple cutaneous and mucosal, 600195 (3)
CG1495-PA	604373	NP_001005735	5e-44	CDS1;CHEK2;CHK2;LFS2;RAD53	CDS1, S. POMBE, HOMOLOG OF;CHK2;RAD53, S. CEREVISIAE, HOMOLOG OF; RAD53	Li-Fraumeni syndrome, 609265 (3);Osteosarcoma, somatic, 259500 (3);Prostate cancer, familial, 176807 (3);{Breast and colorectal cancer, susceptibility to} (3);{Breast cancer, susceptibility to}, 114480 (3)
CG1495-PB	604373	NP_001005735	5e-44	CDS1;CHEK2;CHK2;LFS2;RAD53	CDS1, S. POMBE, HOMOLOG OF;CHK2;RAD53, S. CEREVISIAE, HOMOLOG OF; RAD53	Li-Fraumeni syndrome, 609265 (3);Osteosarcoma, somatic, 259500 (3);Prostate cancer, familial, 176807 (3);{Breast and colorectal cancer, susceptibility to} (3);{Breast cancer, susceptibility to}, 114480 (3)
CG1495-PC	604373	NP_001005735	5e-44	CDS1;CHEK2;CHK2;LFS2;RAD53	CDS1, S. POMBE, HOMOLOG OF;CHK2;RAD53, S. CEREVISIAE, HOMOLOG OF; RAD53	Li-Fraumeni syndrome, 609265 (3);Osteosarcoma, somatic, 259500 (3);Prostate cancer, familial, 176807 (3);{Breast and colorectal cancer, susceptibility to} (3);{Breast cancer, susceptibility to}, 114480 (3)
CG1495-PE	604373	NP_001005735	5e-44	CDS1;CHEK2;CHK2;LFS2;RAD53	CDS1, S. POMBE, HOMOLOG OF;CHK2;RAD53, S. CEREVISIAE, HOMOLOG OF; RAD53	Li-Fraumeni syndrome, 609265 (3);Osteosarcoma, somatic, 259500 (3);Prostate cancer, familial, 176807 (3);{Breast and colorectal cancer, susceptibility to} (3);{Breast cancer, susceptibility to}, 114480 (3)
CG1495-PG	604373	NP_001005735	5e-44	CDS1;CHEK2;CHK2;LFS2;RAD53	CDS1, S. POMBE, HOMOLOG OF;CHK2;RAD53, S. CEREVISIAE, HOMOLOG OF; RAD53	Li-Fraumeni syndrome, 609265 (3);Osteosarcoma, somatic, 259500 (3);Prostate cancer, familial, 176807 (3);{Breast and colorectal cancer, susceptibility to} (3);{Breast cancer, susceptibility to}, 114480 (3)
CG1819-PA	601615	NP_001080	5e-44	ABC3;ABCA3	ABC TRANSPORTER 3;ATP-BINDING CASSETTE 3; ABC3;ATP-BINDING CASSETTE TRANSPORTER 3;CED7, C. ELEGANS, HOMOLOG OF	Surfactant deficiency, neonatal, 267450 (3)
CG9610-PA	607108	NP_001595	5e-44	AN2;MGDA;PAX6		Cataract, congenital, with late-onset corneal dystrophy (3);Ectopia pupillae, 129750 (3);Eye anomalies, multiplex (3);Foveal hypoplasia, isolated, 136520 (3);Keratitis, 148190 (3);Peters anomaly, 603807 (3)
CG2049-PB	180381	NP_002920	5e-44	GRK1;RHOK;RK	G PROTEIN-DEPENDENT RECEPTOR KINASE 1; GRK1;RK	Oguchi disease-2, 258100 (3)
CG2049-PC	180381	NP_002920	5e-44	GRK1;RHOK;RK	G PROTEIN-DEPENDENT RECEPTOR KINASE 1; GRK1;RK	Oguchi disease-2, 258100 (3)
CG2049-PE	180381	NP_002920	5e-44	GRK1;RHOK;RK	G PROTEIN-DEPENDENT RECEPTOR KINASE 1; GRK1;RK	Oguchi disease-2, 258100 (3)
CG2049-PF	180381	NP_002920	5e-44	GRK1;RHOK;RK	G PROTEIN-DEPENDENT RECEPTOR KINASE 1; GRK1;RK	Oguchi disease-2, 258100 (3)
CG7342-PA	604190	NP_003050	5e-44	OCTN1;SLC22A4	OCTN1	{Rheumatoid arthritis, susceptibility to}, 180300 (3)
CG1495-PA	604373	NP_009125	5e-44	CDS1;CHEK2;CHK2;LFS2;RAD53	CDS1, S. POMBE, HOMOLOG OF;CHK2;RAD53, S. CEREVISIAE, HOMOLOG OF; RAD53	Li-Fraumeni syndrome, 609265 (3);Osteosarcoma, somatic, 259500 (3);Prostate cancer, familial, 176807 (3);{Breast and colorectal cancer, susceptibility to} (3);{Breast cancer, susceptibility to}, 114480 (3)
CG1495-PB	604373	NP_009125	5e-44	CDS1;CHEK2;CHK2;LFS2;RAD53	CDS1, S. POMBE, HOMOLOG OF;CHK2;RAD53, S. CEREVISIAE, HOMOLOG OF; RAD53	Li-Fraumeni syndrome, 609265 (3);Osteosarcoma, somatic, 259500 (3);Prostate cancer, familial, 176807 (3);{Breast and colorectal cancer, susceptibility to} (3);{Breast cancer, susceptibility to}, 114480 (3)
CG1495-PC	604373	NP_009125	5e-44	CDS1;CHEK2;CHK2;LFS2;RAD53	CDS1, S. POMBE, HOMOLOG OF;CHK2;RAD53, S. CEREVISIAE, HOMOLOG OF; RAD53	Li-Fraumeni syndrome, 609265 (3);Osteosarcoma, somatic, 259500 (3);Prostate cancer, familial, 176807 (3);{Breast and colorectal cancer, susceptibility to} (3);{Breast cancer, susceptibility to}, 114480 (3)
CG1495-PE	604373	NP_009125	5e-44	CDS1;CHEK2;CHK2;LFS2;RAD53	CDS1, S. POMBE, HOMOLOG OF;CHK2;RAD53, S. CEREVISIAE, HOMOLOG OF; RAD53	Li-Fraumeni syndrome, 609265 (3);Osteosarcoma, somatic, 259500 (3);Prostate cancer, familial, 176807 (3);{Breast and colorectal cancer, susceptibility to} (3);{Breast cancer, susceptibility to}, 114480 (3)
CG1495-PG	604373	NP_009125	5e-44	CDS1;CHEK2;CHK2;LFS2;RAD53	CDS1, S. POMBE, HOMOLOG OF;CHK2;RAD53, S. CEREVISIAE, HOMOLOG OF; RAD53	Li-Fraumeni syndrome, 609265 (3);Osteosarcoma, somatic, 259500 (3);Prostate cancer, familial, 176807 (3);{Breast and colorectal cancer, susceptibility to} (3);{Breast cancer, susceptibility to}, 114480 (3)
CG12348-PD	607604	NP_598004	5e-44		KV11.1	
CG14992-PA	300300	NP_000052	6e-44	AGMX1;AT;BTK;IMD1;XLA	AGAMMAGLOBULINEMIA TYROSINE KINASE; ATK;B-CELL PROGENITOR KINASE; BPK	Agammaglobulinemia, type 1, X-linked (3);XLA and isolated growth hormone deficiency, 307200 (3)
CG31928-PA	179820	NP_000528	6e-44	REN		Renal tubular dysgenesis, 267430 (3);[Hyperproreninemia] (3)
CG9629-PA	100650	NP_000681	6e-44	ALDH2	ACETALDEHYDE DEHYDROGENASE 2;ALDEHYDE DEHYDROGENASE 2;ALDH, LIVER MITOCHONDRIAL	Alcohol intolerance, acute (3);{?Fetal alcohol syndrome} (1)
CG9629-PB	100650	NP_000681	6e-44	ALDH2	ACETALDEHYDE DEHYDROGENASE 2;ALDEHYDE DEHYDROGENASE 2;ALDH, LIVER MITOCHONDRIAL	Alcohol intolerance, acute (3);{?Fetal alcohol syndrome} (1)
CG12073-PA	126451	NP_000787	6e-44	DRD3;ETM1;FET1		{Essential tremor, susceptibility to}, 190300 (3);{Schizophrenia, susceptibility to}, 181500 (3)
CG12069-PA	176980	NP_002730	6e-44	PKCC;PKCG;PRKCG;SCA14	PKCC; PKCG	Spinocerebellar ataxia 14, 605361 (3)
CG17697-PA	601500	NP_005622	6e-44	SMO;SMOH	SMO	Basal cell carcinoma, somatic (3)
CG2005-PA	600716	NP_057051	6e-44	LYP;PEP;PTPN22;PTPN8	FORMERLY;LYMPHOID PHOSPHATASE; LYP;PEST-DOMAIN PHOSPHATASE; PEP;PROTEIN-TYROSINE PHOSPHATASE, NONRECEPTOR-TYPE 8, FORMERLY; PTPN8,	{Diabetes mellitus, insulin-dependent, susceptibility to}, 222100 (3);{Rheumatoid arthritis, susceptibility to}, 180300 (3);{Systemic lupus erythematosus, susceptibility to}, 152700 (3)
CG2005-PB	600716	NP_057051	6e-44	LYP;PEP;PTPN22;PTPN8	FORMERLY;LYMPHOID PHOSPHATASE; LYP;PEST-DOMAIN PHOSPHATASE; PEP;PROTEIN-TYROSINE PHOSPHATASE, NONRECEPTOR-TYPE 8, FORMERLY; PTPN8,	{Diabetes mellitus, insulin-dependent, susceptibility to}, 222100 (3);{Rheumatoid arthritis, susceptibility to}, 180300 (3);{Systemic lupus erythematosus, susceptibility to}, 152700 (3)
CG31045-PA	606808	NP_059129	6e-44	MYO3A;DFNB30		Deafness, autosomal recessive 30, 607101 (3)
CG18735-PA	606797	NP_068813	6e-44	MTSP1;ST14	MATRIPTASE;MEMBRANE-TYPE SERINE PROTEASE 1; MTSP1	Ichthyosis with hypotrichosis, 610765 (3)
CG8355-PA	601920	NP_000205	7e-44	AGS;AHD;JAG1	JAGL1	Alagille syndrome, 118450 (3);Deafness, congenital heart defects, and posterior embryotoxon (3);Tetralogy of Fallot, 187500 (3)
CG8355-PB	601920	NP_000205	7e-44	AGS;AHD;JAG1	JAGL1	Alagille syndrome, 118450 (3);Deafness, congenital heart defects, and posterior embryotoxon (3);Tetralogy of Fallot, 187500 (3)
CG8355-PC	601920	NP_000205	7e-44	AGS;AHD;JAG1	JAGL1	Alagille syndrome, 118450 (3);Deafness, congenital heart defects, and posterior embryotoxon (3);Tetralogy of Fallot, 187500 (3)
CG5026-PA	300415	NP_000243	7e-44	MTM1;MTMX		Myotubular myopathy, X-linked, 310400 (3)
CG5026-PB	300415	NP_000243	7e-44	MTM1;MTMX		Myotubular myopathy, X-linked, 310400 (3)
CG18085-PA	164870	NP_001005862	7e-44	ERBB2;HER2;NEU;NGL	NEU;ONCOGENE ERBB2;ONCOGENE NGL, NEUROBLASTOMA- OR GLIOBLASTOMA-DERIVED; NGL;TYROSINE KINASE-TYPE CELL SURFACE RECEPTOR HER2; TKR1	Adenocarcinoma of lung, somatic, 211980 (3);Gastric cancer, somatic, 137215 (3);Glioblastoma, somatic, 137800 (3);Ovarian cancer, somatic, (3)
CG3969-PA	164870	NP_001005862	7e-44	ERBB2;HER2;NEU;NGL	NEU;ONCOGENE ERBB2;ONCOGENE NGL, NEUROBLASTOMA- OR GLIOBLASTOMA-DERIVED; NGL;TYROSINE KINASE-TYPE CELL SURFACE RECEPTOR HER2; TKR1	Adenocarcinoma of lung, somatic, 211980 (3);Gastric cancer, somatic, 137215 (3);Glioblastoma, somatic, 137800 (3);Ovarian cancer, somatic, (3)
CG3969-PB	164870	NP_001005862	7e-44	ERBB2;HER2;NEU;NGL	NEU;ONCOGENE ERBB2;ONCOGENE NGL, NEUROBLASTOMA- OR GLIOBLASTOMA-DERIVED; NGL;TYROSINE KINASE-TYPE CELL SURFACE RECEPTOR HER2; TKR1	Adenocarcinoma of lung, somatic, 211980 (3);Gastric cancer, somatic, 137215 (3);Glioblastoma, somatic, 137800 (3);Ovarian cancer, somatic, (3)
CG4395-PA	114131	NP_001733	7e-44	CALCR;CRT	CTR; CTR1	{Osteoporosis, postmenopausal, susceptibility}, 166710 (3)
CG17752-PA	603377	NP_003051	7e-44	CDSP;OCTN2;SCD;SLC22A5	OCTN2	Carnitine deficiency, systemic primary, 212140 (3)
CG10079-PA	600997	NP_004433	7e-44	CAPB;DRT;EPHB2;EPHT3;ERK;PCBC	DEVELOPMENTALLY REGULATED EPH-RELATED TYROSINE KINASE; DRT;ELK-RELATED TYROSINE KINASE; ERK;EPH TYROSINE KINASE 3; EPHT3;HEK5	Prostate cancer, progression and metastasis of, 603688 (3)
CG10079-PB	600997	NP_004433	7e-44	CAPB;DRT;EPHB2;EPHT3;ERK;PCBC	DEVELOPMENTALLY REGULATED EPH-RELATED TYROSINE KINASE; DRT;ELK-RELATED TYROSINE KINASE; ERK;EPH TYROSINE KINASE 3; EPHT3;HEK5	Prostate cancer, progression and metastasis of, 603688 (3)
